#E_pot  E_kin  T  P
-1.663914e-05 7.246121e+02 2.905027e+02 8.021645e+02
-1.732459e-05 7.246272e+02 2.905087e+02 8.021812e+02
-1.808677e-05 7.245902e+02 2.904939e+02 8.021403e+02
-1.893039e-05 7.245807e+02 2.904901e+02 8.021297e+02
-1.986052e-05 7.245918e+02 2.904945e+02 8.021420e+02
-2.088336e-05 7.246296e+02 2.905097e+02 8.021838e+02
-2.200528e-05 7.246469e+02 2.905166e+02 8.022030e+02
-2.323244e-05 7.246975e+02 2.905369e+02 8.022590e+02
-2.457127e-05 7.247130e+02 2.905431e+02 8.022761e+02
-2.602810e-05 7.247274e+02 2.905489e+02 8.022921e+02
-2.760964e-05 7.247315e+02 2.905506e+02 8.022967e+02
-2.932245e-05 7.247084e+02 2.905413e+02 8.022710e+02
-3.117344e-05 7.247205e+02 2.905461e+02 8.022844e+02
-3.316942e-05 7.247382e+02 2.905532e+02 8.023040e+02
-3.531645e-05 7.247584e+02 2.905613e+02 8.023264e+02
-3.761957e-05 7.247652e+02 2.905641e+02 8.023339e+02
-4.008278e-05 7.248121e+02 2.905828e+02 8.023858e+02
-4.270977e-05 7.248764e+02 2.906086e+02 8.024571e+02
-4.550288e-05 7.248499e+02 2.905980e+02 8.024277e+02
-4.846246e-05 7.248683e+02 2.906054e+02 8.024481e+02
-5.158685e-05 7.248747e+02 2.906080e+02 8.024552e+02
-5.487320e-05 7.248944e+02 2.906159e+02 8.024770e+02
-5.831714e-05 7.248962e+02 2.906166e+02 8.024789e+02
-6.191094e-05 7.249085e+02 2.906215e+02 8.024926e+02
-6.564389e-05 7.249536e+02 2.906396e+02 8.025425e+02
-6.950616e-05 7.248798e+02 2.906100e+02 8.024608e+02
-7.348672e-05 7.249143e+02 2.906239e+02 8.024991e+02
-7.757210e-05 7.248967e+02 2.906168e+02 8.024795e+02
-8.174578e-05 7.249018e+02 2.906188e+02 8.024852e+02
-8.599103e-05 7.249143e+02 2.906238e+02 8.024990e+02
-9.029320e-05 7.249330e+02 2.906313e+02 8.025197e+02
-9.463426e-05 7.250006e+02 2.906584e+02 8.025946e+02
-9.899260e-05 7.249979e+02 2.906574e+02 8.025916e+02
-1.033461e-04 7.250400e+02 2.906742e+02 8.026382e+02
-1.076728e-04 7.250528e+02 2.906794e+02 8.026523e+02
-1.119464e-04 7.250214e+02 2.906668e+02 8.026176e+02
-1.161408e-04 7.250571e+02 2.906811e+02 8.026571e+02
-1.202308e-04 7.250539e+02 2.906798e+02 8.026535e+02
-1.241883e-04 7.250595e+02 2.906820e+02 8.026598e+02
-1.279797e-04 7.250209e+02 2.906666e+02 8.026170e+02
-1.315696e-04 7.250137e+02 2.906637e+02 8.026091e+02
-1.349215e-04 7.249691e+02 2.906458e+02 8.025596e+02
-1.379989e-04 7.249842e+02 2.906518e+02 8.025763e+02
-1.407690e-04 7.249924e+02 2.906551e+02 8.025855e+02
-1.432031e-04 7.249865e+02 2.906528e+02 8.025789e+02
-1.452700e-04 7.249609e+02 2.906425e+02 8.025506e+02
-1.469407e-04 7.249140e+02 2.906237e+02 8.024987e+02
-1.481961e-04 7.249395e+02 2.906339e+02 8.025269e+02
-1.490240e-04 7.249435e+02 2.906355e+02 8.025313e+02
-1.494114e-04 7.249669e+02 2.906449e+02 8.025572e+02
-1.493479e-04 7.249637e+02 2.906437e+02 8.025537e+02
-1.488441e-04 7.249727e+02 2.906472e+02 8.025636e+02
-1.479175e-04 7.249924e+02 2.906551e+02 8.025855e+02
-1.465865e-04 7.250022e+02 2.906591e+02 8.025963e+02
-1.448792e-04 7.249889e+02 2.906538e+02 8.025816e+02
-1.428313e-04 7.250076e+02 2.906612e+02 8.026023e+02
